4,200062,200062,"02-05-2025 19:57:53.311",1,4
4,200492,200492,"02-05-2025 19:57:57.176",1,4
3,200336,200336,"02-05-2025 19:58:10.365",1,3
4,200130,200130,"02-05-2025 19:58:26.759",1,4
3,200339,200339,"02-05-2025 19:58:57.120",1,3
4,200120,200120,"02-05-2025 19:59:32.993",1,4
4,200315,200315,"02-05-2025 19:59:40.200",1,4
4,200270,200270,"02-05-2025 19:59:56.140",1,4
4,200342,200342,"02-05-2025 20:00:05.665",1,4
2,200020,200020,"02-05-2025 20:00:59.630",1,2
4,200334,200334,"02-05-2025 20:01:00.445",1,4
2,200190,200190,"02-05-2025 20:01:00.645",1,2
4,200256,200256,"02-05-2025 20:01:27.629",1,4
4,200003,200003,"02-05-2025 20:01:34.145",1,4
4,200445,200445,"02-05-2025 20:01:38.814",1,4
4,200127,200127,"02-05-2025 20:02:05.200",1,4
3,200484,200484,"02-05-2025 20:03:30.524",1,3
2,200069,200069,"02-05-2025 20:03:31.151",1,2
3,200484,200484,"02-05-2025 20:03:32.376",1,3
3,200484,200484,"02-05-2025 20:03:35.623",1,3
4,200403,200403,"02-05-2025 20:04:09.525",1,4
4,200134,200134,"02-05-2025 20:05:31.778",1,4
